Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Honda City 1.3 EXI,Ahmedabad,1839.55,2002,85000,Petrol,Manual,First,13.0 kmpl,1343 CC,90 bhp,5,
Fiat Petra 1.2 EL,Pune,1303.02,2005,120000,Petrol,Manual,Second,15.5 kmpl,1242 CC,null bhp,5,
BMW 3 Series 320d Luxury Line,Kochi,21384.79,2013,37613,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,52.46 Lakh
Ford Fiesta 1.4 Duratec EXI,Chennai,2452.74,2007,100000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5,
Tata Nano XTA,Coimbatore,5518.66,2016,5240,Petrol,Automatic,First,21.9 kmpl,624 CC,37.48 bhp,4,
Maruti Eeco 5 STR With AC Plus HTR CNG,Mumbai,6898.32,2018,20000,CNG,Manual,First,15.1 kmpl,1196 CC,73 bhp,5,
Maruti Ignis 1.2 Delta,Coimbatore,9289.74,2019,16862,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,6.07 Lakh
Maruti Swift Dzire ZXi,Coimbatore,8109.36,2013,59254,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,
Ford Ecosport 1.5 DV5 MT Titanium,Jaipur,8814.52,2014,60000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,
Maruti Swift 1.3 ZXI,Hyderabad,8891.17,2015,50295,Petrol,Manual,First,16.1 kmpl,,,,
Maruti Swift Dzire VXI,Coimbatore,8768.53,2014,47674,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,
Hyundai i10 Sportz AT,Kochi,6729.69,2014,61517,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,
Mahindra XUV500 W6 2WD,Coimbatore,16939.21,2016,62946,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,
Hyundai i20 Magna 1.4 CRDi,Delhi,7404.2,2015,66823,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5,
Maruti Wagon R CNG LXI,Pune,4537.56,2013,79494,CNG,Manual,First,33.54 kmpl,998 CC,67.04 bhp,5,5.54 Lakh
Hyundai i20 Asta 1.4 CRDi,Chennai,6898.32,2012,107000,Diesel,Manual,Second,21.27 kmpl,1396 CC,88.76 bhp,5,
BMW 7 Series 730Ld,Mumbai,29892.72,2011,55000,Diesel,Automatic,Second,16.46 kmpl,2993 CC,258 bhp,5,
Skoda Rapid 1.6 MPI AT Style Plus,Mumbai,13413.4,2017,24000,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,
Audi Q7 45 TDI Quattro Technology,Mumbai,102708.32,2016,20002,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,1.04 Cr
Honda City i VTEC VX,Kochi,12876.86,2016,54317,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,
Hyundai Xcent 1.2 Kappa SX,Mumbai,7649.47,2016,10200,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,
Honda City i DTec E,Coimbatore,12539.61,2016,24337,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,
Honda Brio S Option MT,Pune,4445.58,2012,79000,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,5,
Maruti Ciaz ZDi Plus SHVS,Jaipur,10884.02,2015,40500,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,
Maruti Swift Dzire VDI Optional,Pune,10807.37,2016,23000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,
Honda CR-V 2.4L 4WD AT,Pune,26826.8,2015,63050,Petrol,Automatic,First,11.1 kmpl,2354 CC,158.8 bhp,5,
Toyota Corolla Altis 2008-2013 1.8 VL AT,Mumbai,5227.39,2008,78000,Petrol,Automatic,Second,14.53 kmpl,1794 CC,138.1 bhp,5,
Maruti Baleno Vxi,Pune,1992.85,2005,70000,Petrol,Manual,First,0.0 kmpl,1590 CC,null bhp,5,
Honda City 1.5 V MT,Coimbatore,8707.21,2012,66245,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Mahindra Scorpio LX BS IV,Bangalore,6285.14,2007,74112,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,9,
Skoda Laura 1.8 TSI Ambiente,Delhi,6131.84,2011,87670,Petrol,Manual,First,13.4 kmpl,1798 CC,157.8 bhp,5,
BMW 3 Series 320d Sport Line,Hyderabad,45988.8,2015,10000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,
Maruti SX4 Zxi BSIII,Chennai,2759.33,2007,62493,Petrol,Manual,First,15.0 kmpl,1586 CC,104.68 bhp,5,
Maruti Ciaz VXi Plus,Kochi,10623.41,2015,44620,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,
Land Rover Range Rover 3.6 TDV8 Vogue SE Diesel,Bangalore,107307.2,2012,66538,Diesel,Automatic,First,10.2 kmpl,4367 CC,308 bhp,7,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Ahmedabad,12110.38,2013,60000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,
Hyundai Santro Xing GL,Kochi,4261.63,2011,20842,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,
Hyundai Santa Fe 4WD AT,Chennai,22074.62,2014,110000,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,7,
Mercedes-Benz New C-Class C250 Avantgarde,Mumbai,20694.96,2011,45000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,
Maruti Wagon R LXI CNG,Mumbai,4828.82,2014,40000,CNG,Manual,Second,26.6 kmpl,998 CC,58.16 bhp,5,
Maruti Alto LXi,Coimbatore,4414.92,2012,49008,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
Maruti Alto 800 2016-2019 LXI,Kolkata,3295.86,2016,31000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,
Nissan Sunny 2011-2014 XV,Pune,5748.6,2013,8000,Petrol,Manual,First,16.95 kmpl,1498 CC,97.7 bhp,5,
Maruti Alto 800 2016-2019 VXI,Mumbai,5518.66,2019,171,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,
Maruti Alto K10 VXI,Kolkata,5518.66,2018,2100,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.33 Lakh
Hyundai Grand i10 1.2 Kappa Sportz AT,Coimbatore,11573.85,2018,20667,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,8.63 Lakh
Honda Mobilio S i DTEC,Kolkata,7204.91,2015,50000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,
Tata Manza Aqua Quadrajet,Jaipur,2452.74,2010,100030,Diesel,Manual,Second,18.8 kmpl,1248 CC,90 bhp,5,
Chevrolet Optra Magnum 2.0 LT,Pune,5120.09,2011,75372,Diesel,Manual,First,16.52 kmpl,1991 CC,123.7 bhp,5,
Honda City i VTEC CVT VX,Kochi,13949.94,2016,60475,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,
Hyundai Grand i10 1.2 Kappa Sportz,Kochi,9458.36,2019,18453,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.68 Lakh
Hyundai Verna CRDi 1.6 SX,Hyderabad,3832.4,2008,96578,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,14.07 Lakh
Nissan Micra XL,Kolkata,4598.88,2016,31001,Petrol,Manual,First,18.44 kmpl,1198 CC,75 bhp,5,
Hyundai Verna 1.6 SX,Jaipur,8814.52,2012,65900,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,
Hyundai Creta 1.6 VTVT E Plus,Bangalore,16479.32,2017,26246,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,
Maruti Wagon R VXI BS IV,Jaipur,4368.94,2013,62700,Petrol,Manual,Second,20.51 kmpl,998 CC,67.04 bhp,5,
Honda Accord 2.4 Elegance A/T,Chennai,9964.24,2008,90000,Petrol,Automatic,First,10.2 kmpl,2354 CC,180 bhp,5,
Honda City 1.5 S AT,Bangalore,14486.47,2016,36000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,
Maruti Baleno Alpha 1.3,Delhi,10347.48,2016,46000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,
Honda City i DTec V,Coimbatore,11880.44,2017,73003,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,
Hyundai i20 Era 1.4 CRDi,Kochi,6745.02,2014,46566,Diesel,Manual,First,22.54 kmpl,1396 CC,88.76 bhp,5,
Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,64384.32,2015,41493,Diesel,Automatic,First,13.0 kmpl,2987 CC,265 bhp,5,
Nissan Terrano XV 110 PS,Kochi,8691.88,2014,103788,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,
Renault Duster 110PS Diesel RxZ AMT,Bangalore,17629.04,2016,45000,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,15.05 Lakh
Maruti Wagon R LXI Minor,Pune,2590.7,2009,120000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,
Hyundai Getz 1.5 CRDi GVS,Jaipur,2759.33,2009,97359,Diesel,Manual,Second,17.1 kmpl,1493 CC,110 bhp,5,
Maruti Ritz LXi,Mumbai,4905.47,2016,62000,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5,
Honda City 1.5 GXI,Pune,2299.44,2004,115000,Petrol,Manual,Second,0.0 kmpl,,,,
BMW 5 Series 520d Sport Line,Kochi,70301.55,2019,18373,Diesel,Automatic,First,22.48 kmpl,1995 CC,187.74 bhp,5,
Volkswagen Polo 1.2 MPI Highline,Hyderabad,7818.1,2016,60453,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,
Maruti Swift VDI BSIV,Pune,7434.86,2013,37000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,
Ford Figo Petrol ZXI,Mumbai,3679.1,2010,69009,Petrol,Manual,Second,15.6 kmpl,1196 CC,70 bhp,5,
BMW 3 Series 320d Luxury Line,Hyderabad,33725.12,2013,30000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,
Hyundai Verna 1.6 SX CRDi (O),Delhi,6561.07,2012,70707,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,
Renault Duster 85PS Diesel RxL,Coimbatore,8691.88,2015,64677,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,
Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,9504.35,2018,3000,Petrol,Automatic,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.98 Lakh
BMW X1 sDrive20d,Bangalore,22212.59,2013,49000,Diesel,Automatic,Second,17.05 kmpl,1995 CC,184 bhp,5,
Maruti Ritz VDi,Pune,4598.88,2010,71000,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,
Hyundai i10 Era 1.1 iTech SE,Jaipur,3449.16,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,
BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,67112.99,2016,35659,Diesel,Automatic,First,15.97 kmpl,2993 CC,258 bhp,7,
Honda City V MT Exclusive,Kochi,17552.39,2019,5377,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,
Mahindra Ssangyong Rexton RX7,Delhi,16096.08,2014,65000,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,7,
Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,11466.54,2015,92708,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,
Maruti Alto LXi,Coimbatore,4752.18,2010,48105,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
Volkswagen Polo 1.2 MPI Highline,Mumbai,3909.05,2011,46759,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,
Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,5365.36,2013,62000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,
Volkswagen Polo Diesel Highline 1.2L,Kolkata,3970.37,2012,35175,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,
Maruti Ertiga ZDI,Kolkata,8354.63,2013,70000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,
Ford EcoSport 1.5 TDCi Ambiente,Kolkata,9197.76,2017,30000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,
Toyota Innova Crysta 2.8 ZX AT,Kolkata,23745.55,2016,66618,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,24.82 Lakh
BMW 5 Series 523i Sedan,Mumbai,19162,2010,69300,Petrol,Automatic,Second,10.8 kmpl,2497 CC,150 bhp,5,
Maruti Swift Dzire Tour LDI,Kolkata,7281.56,2017,148000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,
Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,12033.74,2017,22000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,
Hyundai Verna CRDi SX,Ahmedabad,9197.76,2013,75000,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,5,
Tata Zest Revotron 1.2T XM,Mumbai,6131.84,2016,43706,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,7.63 Lakh
Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,44072.6,2011,42000,Diesel,Automatic,First,14.4 kmpl,2967 CC,241.4 bhp,5,
Tata Indica Vista Quadrajet VX,Pune,3832.4,2012,65000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,
Maruti Swift Dzire VDI,Delhi,8431.28,2015,76128,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,
Fiat Linea Emotion,Kolkata,2437.41,2010,39852,Petrol,Manual,First,16.0 kmpl,1368 CC,90 bhp,5,
Hyundai i20 1.2 Spotz,Mumbai,9535.01,2017,18673,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Hyundai EON Era Plus,Kolkata,4215.64,2016,11583,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
Hyundai Santro Xing XL,Chennai,2069.5,2007,82000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,
Mercedes-Benz GLA Class 200 CDI SPORT,Pune,38324,2017,50000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,
Maruti Celerio VXI,Delhi,4292.29,2014,77000,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,
Chevrolet Beat LT,Mumbai,3755.75,2014,54890,Petrol,Manual,Second,17.8 kmpl,1199 CC,76.8 bhp,5,
Honda Jazz 1.2 V AT i VTEC Privilege,Pune,9734.3,2016,21000,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,
BMW 3 Series 320d Highline,Mumbai,12263.68,2009,58557,Diesel,Automatic,Third,16.07 kmpl,1995 CC,181 bhp,5,
Renault Duster 110PS Diesel RxL,Bangalore,12646.92,2014,70000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,
Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,9121.11,2017,16000,Petrol,Automatic,First,17.01 kmpl,1499 CC,110.4 bhp,5,
Toyota Innova Crysta 2.4 VX MT,Kochi,30536.56,2018,8899,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,22.86 Lakh
Chevrolet Beat Diesel LS,Kochi,4828.82,2016,83629,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,
Volkswagen Polo GTI,Chennai,8814.52,2014,35059,Petrol,Automatic,First,17.21 kmpl,1798 CC,189 bhp,4,
Ford Endeavour 3.2 Trend AT 4X4,Kochi,49729.22,2018,30552,Diesel,Automatic,First,10.91 kmpl,3198 CC,197.2 bhp,7,
Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,12279.01,2016,44875,Diesel,Automatic,Second,22.32 kmpl,1582 CC,126.32 bhp,5,
Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,9933.58,2017,25095,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,
Maruti 800 AC,Jaipur,1149.72,2007,59000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,
Honda City i DTEC V,Kolkata,7664.8,2014,36000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,
Mahindra XUV500 W8 2WD,Mumbai,11880.44,2012,37000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,
Ford Figo Diesel ZXI,Chennai,3985.7,2010,90000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,
Ford EcoSport 1.5 Petrol Titanium,Pune,14103.23,2018,17000,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,5,11.06 Lakh
Hyundai i20 Asta 1.2,Mumbai,7741.45,2015,42575,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,14716.42,2012,131000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,
Renault Duster 85PS Diesel RxL Optional,Mumbai,8431.28,2013,74000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,
Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,14333.18,2013,47234,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,8,
Honda City 1.5 S MT,Delhi,3985.7,2009,231673,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Maruti Alto K10 VXI,Hyderabad,5365.36,2016,10000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,4.53 Lakh
Nissan Micra Active XL Petrol,Kochi,6530.41,2016,49389,Petrol,Manual,First,19.49 kmpl,1198 CC,67.04 bhp,5,
Maruti Celerio VXI AT,Chennai,6515.08,2016,12000,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,5,
Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,18012.28,2010,65000,Petrol,Manual,Second,11.7 kmpl,1796 CC,178 bhp,5,
Ford Fiesta Diesel Style,Chennai,5365.36,2013,177000,Diesel,Manual,First,23.5 kmpl,1498 CC,88.7 bhp,5,
Hyundai Verna 1.6 VTVT S,Jaipur,11497.2,2015,89000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,
Hyundai i20 1.4 Asta (AT),Chennai,4982.12,2009,72000,Petrol,Automatic,Third,15.0 kmpl,1396 CC,100 bhp,5,
Maruti Swift Dzire VXi,Chennai,7511.5,2012,49000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,
Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,41389.92,2014,51355,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,
Hyundai Elite i20 Petrol Asta,Kochi,13658.67,2017,13460,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,
Hyundai Verna 1.6 VTVT EX AT,Kochi,10255.5,2014,35642,Petrol,Automatic,First,17.01 kmpl,1591 CC,121.4 bhp,5,
Chevrolet Cruze LTZ,Kochi,9228.42,2014,52895,Diesel,Manual,First,17.3 kmpl,1998 CC,163.7 bhp,5,
Toyota Corolla Altis 1.8 G,Mumbai,6898.32,2010,93000,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5,19.39 Lakh
Maruti A-Star Vxi,Pune,3065.92,2011,70000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,
Nissan Micra Diesel XV Premium,Kolkata,3679.1,2012,32048,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,
Tata Nano LX,Pune,1839.55,2013,4700,Petrol,Manual,First,25.4 kmpl,624 CC,37.48 bhp,4,
Maruti Swift Dzire Tour LDI,Delhi,4445.58,2014,71800,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,
Land Rover Range Rover Sport 2005 2012 Sport,Coimbatore,62667.4,2008,69078,Petrol,Manual,First,0.0 kmpl,,,,
Audi Q3 2.0 TDI Quattro,Ahmedabad,41389.92,2016,45000,Diesel,Automatic,First,17.32 kmpl,1968 CC,184 bhp,5,
Honda Amaze VX i-DTEC,Chennai,11497.2,2016,15388,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Chevrolet Optra 1.6 LS,Mumbai,2299.44,2004,98798,Petrol,Manual,First,14.7 kmpl,1599 CC,104 bhp,5,
Audi Q5 2.0 TDI Premium Plus,Hyderabad,60551.92,2016,43000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,
Maruti Ritz VDi,Hyderabad,5196.73,2012,85112,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,
Mahindra Scorpio S6 7 Seater,Kochi,19008.7,2018,37804,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,
Maruti Ciaz ZDi SHVS,Chennai,10500.78,2014,45000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,
Toyota Corolla Altis Aero D 4D J,Pune,8814.52,2011,116000,Diesel,Manual,Second,21.43 kmpl,1364 CC,138 bhp,5,
Tata Indica V2 eLS,Chennai,3065.92,2015,100073,Diesel,Manual,Second,25.0 kmpl,1396 CC,69 bhp,5,
Maruti 800 Std BSIII,Jaipur,1379.66,2006,165000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,
Volkswagen Polo 1.2 MPI Highline,Kolkata,5825.25,2015,22000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,
Hyundai Elantra 2.0 SX Option AT,Delhi,25063.9,2017,9500,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,21.77 Lakh
Toyota Fortuner 4x2 4 Speed AT,Hyderabad,25293.84,2012,152000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7,
Maruti Baleno Zeta 1.2,Coimbatore,13336.75,2019,17705,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,
Maruti Baleno Zeta 1.2,Mumbai,9351.06,2016,12000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,
Mini Cooper Countryman D,Hyderabad,33633.14,2013,51000,Diesel,Automatic,First,23.8 kmpl,1998 CC,112 bhp,5,
Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,33725.12,2009,42000,Diesel,Automatic,Second,13.0 kmpl,2987 CC,210 bhp,5,
Maruti Alto K10 LXI,Delhi,4062.34,2015,51000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,
Maruti Swift VXI Optional,Kochi,8078.7,2017,42527,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,
Chevrolet Sail LT ABS,Kolkata,3801.74,2014,45000,Diesel,Manual,First,22.1 kmpl,1248 CC,74 bhp,5,
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,9197.76,2011,70000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,
Toyota Fortuner 3.0 Diesel,Mumbai,13643.34,2009,92000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,
BMW 3 Series 320d Sport Line,Hyderabad,27593.28,2012,57156,Diesel,Automatic,Second,18.88 kmpl,1995 CC,184 bhp,5,
Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,17843.65,2016,53211,Petrol,Manual,First,16.8 kmpl,1395 CC,138.02 bhp,5,
Toyota Fortuner 3.0 Diesel,Kolkata,13781.31,2019,80000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7,
Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,8048.04,2009,74000,Diesel,Automatic,First,15.5 kmpl,1896 CC,105 bhp,5,
Hyundai i20 1.4 CRDi Asta,Kolkata,4522.23,2011,37000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,
Tata Manza Club Class Quadrajet90 LX,Mumbai,4062.34,2013,64000,Diesel,Manual,Second,21.02 kmpl,1248 CC,88.76 bhp,5,
Volkswagen Vento Petrol Highline,Pune,6131.84,2013,57197,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,
Hyundai Creta 1.6 SX Automatic Diesel,Chennai,19162,2016,55000,Diesel,Automatic,First,17.6 kmpl,1582 CC,126.2 bhp,5,18.35 Lakh
Maruti Ritz VXI,Mumbai,4982.12,2014,33000,Petrol,Manual,First,21.1 kmpl,1197 CC,85.80 bhp,5,
Honda CR-V 2.0L 2WD MT,Delhi,6131.84,2008,70000,Petrol,Manual,First,13.1 kmpl,1997 CC,141.1 bhp,5,
Mahindra XUV500 W8 2WD,Delhi,9581,2012,75000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,
Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,8891.17,2016,58095,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,9.19 Lakh
Tata Zest Revotron 1.2 XT,Kolkata,7664.8,2015,7445,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,8.09 Lakh
Jaguar XJ 3.0L Portfolio LWB,Kochi,90030.74,2016,17652,Diesel,Automatic,First,12.9 kmpl,2993 CC,270.88 bhp,5,
Toyota Corolla Altis 1.8 VL CVT,Kochi,26811.47,2018,28321,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,23.25 Lakh
Maruti A-Star Vxi,Pune,2989.27,2011,69000,Petrol,Manual,Second,19.0 kmpl,998 CC,66.1 bhp,5,
Honda Accord VTi-L (AT),Mumbai,4598.88,2007,80000,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,5,
Hyundai i20 Asta (o),Delhi,8431.28,2014,42365,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,
Toyota Fortuner 4x2 AT,Delhi,25293.84,2013,123000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,
Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,22227.92,2011,40000,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,5,
Maruti Baleno Alpha 1.3,Hyderabad,11941.76,2016,30112,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,
Maruti Ertiga VDI,Kochi,12677.58,2017,43775,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,
Land Rover Range Rover Sport SE,Kochi,148804.43,2019,26013,Diesel,Automatic,First,12.65 kmpl,2993 CC,255 bhp,5,1.39 Cr
Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,3295.86,2012,56000,Petrol,Manual,First,12.9 kmpl,1598 CC,102.5 bhp,5,
Honda Civic 2006-2010 1.8 V AT,Hyderabad,4598.88,2008,95000,Petrol,Automatic,Second,12.9 kmpl,1799 CC,130 bhp,5,
BMW X3 xDrive20d,Coimbatore,44133.92,2014,41089,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,
Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,8354.63,2011,41988,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,
